chunk_id,firm,year,page,chunk_text,contains_tier1,contains_tier2,rejection_reason,human_label_ai_relevant,original_label,recode_reason
REC011,About You,2021,62,"One hosted infrastructure of ABOUT YOU is moni- major instrument to achieve this target has tored by an AI-based intrusion detection been identified in the steering of investment system, which detects malicious/suspicious activities. Directing financial resources to- wards sustainable projects contributes to the required transformation processes in econo- mies, businesses, and societies. In order to provide a common classification of sustainable investments, the EU Taxonomy has been introduced as a common classifica- tion defining environmentally sustainable economic activities.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)",Yes,,
REC012,About You,2023,12,"GROUP’S JOURNEY, FROM ITS FOUNDATION TO ITS TEN-YEAR ANNIVERSARY IN 2024. ABOUT YOU HAS DIGITIZED THE SHOPPING EXPERIENCE WITH INSPIRATION ASSORTMENT OF AND PERSONALIZATION. EVOLVING 50,000+ INTO A PUBLICLY LISTED GROUP, IT HAS ITEMS DEMONSTRATED NOTHING BUT INNOVATION, PERSONALIZATION FOR THE WIN EXPANSION, AND >0.5 Expanding to Austria and Switzerland, the RESILIENCE IN THE ABOUT YOU app earned recognition in 2015 by MILLION winning the Show Your App award.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)",No,,
REC013,Boohoo,2024,43,"• Used proactive communication techniques with customers to resolve issues with their order. Customers can contact the customer services How the board engaged team through convenient communication channels such as Facebook, • The CEO recorded several employee updates to discuss business Email and Virtual Assistant, enabling the group to stay in touch with all direction and strategy. customer profi les.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)",No,,
REC014,Boohoo,2023,120,"The provision in respect of inventory • Obtaining the year-end inventory provision calculation and: requires judgement. In the current year, this has been an area of increased management focus, and has required an increased level of judgement. − Vouching the provision calculation to the underlying financial information; During the current year, there have been changes to the business model − Discussing the changes to the inventory provisioning as it relates to inventory management and changes in the inventory model with relevant members of the finance team provisioning methodology applied by management, the most significant including the revised ageing provision matrix and the relief of which is the application of a revised provisioning matrix in respect of modifier applied in respect of seasonality and considering the ageing profile of the inventory held at year end.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)",No,,
REC015,Westwing,2025,179,"AI-driven tools can generate high-q uality visuals and content, optimize product management, improve customer experience and enhance decision- making processes. These innovations could lead to cost savings and operational efficiencies, as tasks could be performed more quickly, with greater accuracy, and often with fewer resources. Westwing actively reviews its business processes to identify opportunities that enhance efficiency, accelerate operations, reduce costs and improve customer experience.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)", Yes,,
REC016,Westwing,2025,44,"The offering provides comprehensive, end-to-end solutions covering project planning, delivery, assembly and personalised support. As demand grows for comfortable, aesthetic and flexible environments in hospitality, office and other commercial spaces, Westwing is well positioned to offer tailored and digitally convenient solutions that meet these evolving needs. Westwing operates in a highly attractive European Home & Living market that it estimates to be worth approximately EUR 81bn1 in Germany and approximately EUR 150bn2 in all the geographies in which the Group operates.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)", No,,
REC017,ASOS,2025,8,"Right to win Relevant fashion Inspirational product shopping experience We’re the go-to destination for We help people discover outfits trend-led fashion that blends that fit their world, feel personal, quality, value and the best of our and are easy to shop. own brands and partner brands. Outfit-based: Own brands: Putting fashion into context Fashionability: Trend authority Personalised & localised: Quality: Elevate fit, materials, craft Value: Compelling price points Show customers the most relevant assortment for them, in each moment Partner brands: Easy-to-shop: Curation: Desirable mix of brands Exclusivity: Unmatched assortment Provide a seamless, easy-to-shop Integration: Easy, efficient, highest experience to drive deeper engagement ROI partner of brands",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)",NO,,
REC018,ASOS,2022,23,"• Launched exclusive events for Premier customers, such as ‘Premier Party’ – a Premier exclusive 25% off code, as • Monthly ASOS Celebrates events to well as Premier-only competitions. celebrate the amazing things happening • To improve product relevancy to across ASOS. customers, we have further improved the Our ASOSers • Hosted our ASOS Aces awards recognising penetration of our personalised product our teams’ amazing work.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)",No,,
REC019,Moonpig,2023,16,"Moonpig Group plc | Annual Report and Accounts 2023 Business model in action Our platform is a data-driven gifting recommendation engine. We leverage proprietary data on customers’ gifting intent and self-learning algorithms to make it as effortless as possible to find the perfect card and perfect gift. Card-first acquisition Every card order is of loyal customers an opportunity to cross-sell gifts • The card purchase journey captures multiple unique • Extensive data collected during the card datapoints including relationship, occasion, age, style, personalisation journey powers proprietary cross-sell mood, recipient address and propensity to spend.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)", Yes,,
REC020,Moonpig,2024,19,"In FY24, our innovative card creativity features including We strive to offer the perfect card and gift video and audio messages, “sticker” images for the for every relationship and occasion. inside of cards, emojis, flexible photographs, code-in-a- card digital gifting and AI-driven customised messages were used over 10 million times. To achieve this, we continuously improve our range for Creative features are a key component of our strategy cards, physical gifts and gift experiences.",False,True,"Tier 2 present, Tier 1 absent (extraction requires Tier 1; Tier 2 alone insufficient)", Yes,,
REC021,DocMorris,2025,179,"As the risks and rewards of the shares remain with the Group, the shares lent continue to be treated as treasury shares. The purpose of this agreement is to facilitate the hedging activities of certain convertible bond holders. As consideration for this arrangement, DocMorris receives a lending fee, which is recognised in profit or loss.",False,False,No Tier 1 or Tier 2 keyword match,NO,,
REC022,DocMorris,2023,17,"Significantly improved digital customer experience — In the second quarter of 2023 DocMorris significantly improved its online shop and app. As a result, it improved customer quality and achieved higher conversion rates. E-prescription medication management has been expanded to include reminders and automatic follow-up prescriptions.",False,False,No Tier 1 or Tier 2 keyword match, NO,,
REC023,Allegro,2025,122,"impact of planned decarbonization actions and the potential absence of such actions on the level The target of reducing GHG emissions by 43% of greenhouse gas emissions in the context of four is absolute, and its achievement is measured in different scenarios for the future development of carbon dioxide equivalent, which is expected to the Allegro Group. be 8 thousand tons of CO2e by 2030, compared to 14.2 thousand tons of CO2e in 2024 (Scopes 1 and 2). For reduction targets for Scope 1 and 2, carbon dioxide equivalent is taken into account, which is in line with the method adopted by the Allegro Group for presenting emissions data.",False,False,No Tier 1 or Tier 2 keyword match, NO,,
REC024,Allegro,2022,171,"Intangible assets and 14. Property, plant and equipment It should be noted that the denominator is significantly higher compared to prior year (5 431 PLN m in FY 2022 vs. 657 PLN m in FY 2021) due to additions to tangible and intangible assets resulting from business combinations (acquisition of Mall Group a.s.",False,False,No Tier 1 or Tier 2 keyword match, NO,,
REC025,Moonpig,2023,111,• All Moonpig and Greetz employees participate in a bonus scheme. For FY24 this has been extended to all Experiences employees. • Alignment of Executive remuneration to the Group’s values is considered further in the Corporate Governance Statement at page 83.,False,False,No Tier 1 or Tier 2 keyword match, NO,,
REC026,Moonpig,2025,26,This includes extending our successful environment in which apprenticeship programme operating coding bootcamps. it operates. • Our operational facilities in the UK and the Netherlands are designed with the environment in mind.,False,False,No Tier 1 or Tier 2 keyword match,No,,
REC027,Moonpig,2021,73,• Dividend equivalents may accrue over the period from grant until the later of vesting and the expiry of any holding period. • Malus and clawback provisions apply as set out on page 73. Maximum • The maximum annual award is 200% of salary.,False,False,No Tier 1 or Tier 2 keyword match,No,,
REC028,About You,2023,119,"We are independent of We have audited the consolidated financial March 1, 2023, to February 29, 2024, and the group entities in accordance with the statements of ABOUT YOU Holding SE, requirements of European law and German Hamburg, and its subsidiaries (the Group), – the accompanying combined manage- commercial and professional law, and we which comprise the consolidated balance ment report as a whole provides an have fulfilled our other German professional sheet as of February 29, 2024, and the appropriate view of the Group’s position. In responsibilities in accordance with these consolidated income statement, consoli- all material respects, this combined requirements. In addition, in accordance dated statement of comprehensive income, management report is consistent with the with Article 10 (2)(f) of the EU Audit consolidated statement of changes in equity consolidated financial statements, complies Regulation, we declare that we have not and consolidated statement of cash flows for with German legal requirements and provided non-audit services prohibited the financial year from March 1, 2023, to appropriately presents the opportunities under Article 5 (1) of the EU Audit Regu- February 29, 2024, and notes to the con- and risks of future development.",False,False,No Tier 1 or Tier 2 keyword match,NO,,
REC029,About You,2022,128,"In addition, the Management Board is – the separate combined non-financial re- tion responsible for such internal control as they port of the Company and the Group re- have determined necessary to enable the ferred to in the combined management – is materially inconsistent with the consoli- preparation of consolidated financial state- report, but which is not expected to be pro- dated financial statements, with the com- ments that are free from material misstate- vided to us until after the date of this inde- bined management report information ment, whether due to fraud (i.e., fraudulent pendent auditor’s report, audited for content or our knowledge ob- financial reporting and misappropriation of tained in the audit, or assets) or error. – the combined corporate governance state- ment for the Company and Group, which is – otherwise appears to be materially mis- In preparing the consolidated financial state- contained in Section 1.6 of the combined stated. ments, the Management Board is responsible management report, and for assessing the Group’s ability to continue as If, based on the work we have performed on a going concern.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC030,About You,2021,68,Annual Report FY 2021/2022 2__COMBINED MANAGEMENT REPORT Newly added company-specific risk events Overview­Risk­Clusters are a natural result of the regional expansion Risk dimension and subcategory Total Top Moderate Low strategy of ABOUT YOU. This encompasses (COSO) risks risks risks risks risks from increasing competition in newly launched and existing markets as well as in- A) Strategic 19 2 9 8 creasing complexities given ABOUT YOU’s 1. AY company strategy 3 1 2 business operations in 26 markets and the 2.,False,False,No Tier 1 or Tier 2 keyword match,No,,
REC031,Mytheresa,2025,155,"The expanded LuxExperience Group operates five online brands – Mytheresa, Net-A-Porter (NAP), Mr Porter (MRP), YOOX, and THE OUTNET (TON) – as well as the retail store that is now included within the Luxury | Mytheresa segment. F-26",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC032,Mytheresa,2023,69,"Income tax expense (in € thousands) Year Ended Change Change June 30, 2022 June 30, 2023 Absolute in % / BPs Income tax expense (11,734) (6,597) 5,137 (43.8%) Percentage of Net sales (1.7%) (0.8%) — 80 BPs Percentage of GMV (1.6%) (0.7%) — 80 BPs Income tax (expense) income include the current income taxes which are calculated based on the respective local taxable income and local tax rules for the period. For further information see Note 12. 69",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC033,Mytheresa,2023,155,"Pursuant to paragraphs 21(g) and 24 of IAS 33, as certain shares are fully vested and contingently issuable for no consideration, they are treated as outstanding and included in the calculation of both basic and diluted earnings per share. i) IPO Related One-Time Award Package Alignment Grant Under this share-based payment program, options were granted to selected key management members. The options vest and become exercisable with respect to 25 % on each on the first four anniversaries of the grant date (January 20, 2021).",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC034,Boozt,2022,34,89.8 million (102.9) and consisted of invoiced fees for manage- similar setups. The conclusion based on our own experience acquisition financing using own shares. ment services in accordance with the Group’s intra company in combination with the benchmark is that the AutoStore Corporate Governance report agreements to other Group companies during the year.,False,False,No Tier 1 or Tier 2 keyword match,No,,
REC035,Boozt,2022,70,"in shaping responsible consumption and production. With the training, Boozt works towards the company’s objective in goal SUSTAINABILITY GOVERNANCE STRUCTURE 7 “Empowering Customers”, by sharing the right information There is board-level oversight of ESG issues at Boozt. The highest with customer service agents, who have direct contact with the level of responsibility in relation to the oversight of climate- company’s customers.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC036,Boozt,2025,36,"While no potential positive impacts for our customers and beyond single individual holds sole responsibility, the Board as a Boozt by collaborating across the industry. This overarching Resource use and Employees whole is collectively accountable for sustainability issues. The strategy revolves around topics that are grouped across three circular economy Chair of the Board has the final responsibility for ensuring core dimensions: Environmental, Social, and Governance, as that the Board's oversight of sustainability issues is effective.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC037,ASOS,2024,156,"In addition to these specific provisions, the Group’s approach to inventory provisioning is to hold a net realisable value provision for inventory sold via the Group’s website and is based on forecast expected loss rates. In addition, provisions are recognised for inventory that will ultimately be sold off-site via clearance routes at the end of its lifecycle in line with the new commercial model. Both provisions consider historical trends, as well as consideration of current and forecast economic conditions.",False,False,No Tier 1 or Tier 2 keyword match, NO,,
REC038,ASOS,2025,38,"TTL’s research and insights identified key gaps in the market and challenges in the online shopping journey, and provided detail on priority product areas and preferred fabrics, fit and functions, for customers with disabilities. This has informed the design phase of the range. Community involvement has been embedded at key stages to ensure the collection is created with the disabled community, including through in-person fit sessions with community members to better understand their specific design needs.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC039,ASOS,2023,52,"want to be confident about where their products come from and to be reassured that workers are not harmed in their manufacture Migration of our remaining corporate systems to the cloud has and fulfilment. Failure to manage this risk effectively could lead to decreased the likelihood of the risk materialising and the Tech Service incorrect reporting and product claims, prevent us from managing Recovery Programme that will improve our capability in recovering progress against our improvement targets, fines and litigation, and our data through mechanisms such as automation in the event of a a loss investor and customer confidence. disaster is also underway.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC040,THG,2022,56,"Board across audit, accounting, commercial initially serve as CFO and now as COO, a role chief financial officer of Dignity plc (having been remuneration committee and is a member of the and risk matters and also business strategy. which will allow him to drive the operations of the an independent non-executive director upon audit and nomination committees. Edward holds a degree from Ecole de Gillian is currently a non-executive director His strong financial background, depth of Group and build on the progress he has overseen appointment), a non-executive director of Griffin Management de Lyon (EM Lyon) Business of Ascential plc, Mothercare plc, Marlowe plc advisory experience and knowledge of the Group in the Group’s global fulfilment footprint.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC041,THG,2025,40,Embedding the transaction). the Company or the wider Group. A NED must regulatory and governance matters.,False,False,No Tier 1 or Tier 2 keyword match,No,,
REC042,THG,2022,112,"Maximilianstrasse 5480538 Munich. Ensco 818 Ltd 7459909 UK-2 Ltd 3550739 David Berryman Holdings Ltd 10392135 5. 517 West 100 North, Providence, UT 84332, USA.",False,False,No Tier 1 or Tier 2 keyword match,NO,,
REC043,Boohoo,2024,44,"long-term value and relationships with suppliers. • Updates were delivered through the Executive ESG and ESG Committees, giving its senior leadership team the opportunity to engage in key strategic decisions involving its supplier base. The board also held one of its monthly meetings in Italy, where it engaged with suppliers face to face.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC044,Boohoo,2021,42,"• The value of the award under the MIP is capped at £50 million of gross value before tax for Mahmud and Carol and £10 million for Neil in the event of achieving a market capitalisation of £7.554 billion (18% CAGR and 66% growth in market capitalisation from 16 June 2020). A market 2021 2020 capitalisation of less than £6.295 billion (11% CAGR) yields nil value. Total pay and Base salary Total pay and • The MIP provides for adjustments to be made for increases in market capitalisation arising from corporate events, such as the issue of shares for Pay data £000 Base salary benefits (annualised) benefits acquisitions, so that the benefits derived from the MIP only arise from organic growth and the MIP also provides clawback and malus provisions, Chief Executive remuneration 615 1,578 615 2,702 which allow repayment in defined circumstances.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC045,Boohoo,2023,127,"If the cost of acquisition is less than the fair value of the assets, the difference is recognised directly in the statement of comprehensive income. The Employee Benefit Trust is considered to be a special purpose entity in which the substance of the relationship is that of control by the group in order that the group may benefit from its control. The assets held by the trust are consolidated into the group.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC046,Redcare Pharmacy,2024,3,"We will do this by providing who is on this exciting journey with us for their enthusiasm, dedication and the best e-Rx redemption option in Germany, matched by pharmaceutical contribution. expertise and the most comprehensive assortment of non-Rx products in all our markets. We will invest in capacity, automation and technology to increase A word of special thanks also goes to our Supervisory Board members for access to affordable pharmacy products, services and expertise.",False,False,No Tier 1 or Tier 2 keyword match,No,YES,"Recoded on review: 'capacity, automation and technology' describes generic capital investment with no reference to any AI or machine-learning system. Recoded prior to computing recall."
REC047,Redcare Pharmacy,2025,65,"For our significant physical climate risks, we're reviewing our site resilience to extreme Governance, scope and accountability. weather (e.g. heat, flooding) to protect operations, employees, and ensure GDP The Climate Transition Plan applies to Redcare Pharmacy N.V.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC048,Redcare Pharmacy,2025,56,"In addition, there are financial risks associated with erode trust and could lead to loss of business or fines. On the other hand, political incidents involving our pharmaceutical products and services that may cause engagement that aligns with advancing the digital health system presents a positive negative health outcomes for individuals. impact.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC049,AO World,2023,43,trade and could affect our reputation. This could be further impacted by significant erosion of our leadership The loss of sensitive information relating to strategic direction or team and/or not having the right amount and capability of dedicated business performance may compromise our future strategies or the people across the Group. loss of data relating to individuals may result in regulatory complaints/ investigations and negative publicity.,False,False,No Tier 1 or Tier 2 keyword match, No,,
REC050,AO World,2024,80,"have in the past and will continue in the future We use the inspections and a range of KPIs to to specifically highlight to our search partner monitor the performance in each business unit. that increasing the diversity of the Board, in all Maintaining our health and safety accreditations aspects, is an important consideration with these and management systems allows us to measure our appointments and will have diversity requirements performance using external benchmarks. for candidate shortlists with a view to increasing female and ethnically diverse representation.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC051,AO World,2022,60,"Against this, AO agility (“COTS”) products. have placed additional focus on this The majority of customer area over the past year, particularly orders are taken through All self-built applications Relevant through the recruitment of specialist our proprietary websites, are built with high levels of strategic pillar cyber security roles, although further and, therefore, significant redundancy, operational investment is needed. 1 2 3 downtime as a result of monitoring, active alerting, a successful systems security controls and fault Through the year, we have continued to breach or failure would tolerance.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC052,HelloFresh,2024,6,"In addition, we have also made great progress in further diversifying our TAM and revenues with our still early-stage forays into pet food, premium butchery services and most recently into health supplements. While these are still comparably small, we are excited about these markets and the growth opportunities they offer to develop HelloFresh into a diversified, digital-native FMCG company over the next decade. We believe it is helpful to pause for a second and put our 2024 results in perspective over a 5-year trajectory.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC053,HelloFresh,2024,43,"In addition, we notice somewhat weakening consumer confidence in North America. For our International segment we expect a slightly negative to slightly positive constant currency revenue growth, driven by a less pronounced reduction in meal kit marketing spend. Within the RTE product group we expect to grow constant currency revenue at a low to mid-teens percentage rate.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC054,HelloFresh,2023,78,"The remaining balance of other financial liabilities (current) is related to interest payable on long-term debt, derivative financial liabilities and credit card liabilities. Trade payables have increased to MEUR 560.2 in 2023 (2022: MEUR 557.6) and primarily comprise balances payable to ingredient suppliers, carriers, partners providing warehousing, packaging providers and providers of marketing services. There was no default in the payment of any of the financial liabilities.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC055,Westwing,2022,106,"Consolidated Statement of Cash Flows CONSOLIDATED STATEMENT OF CASH FLOWS EURm Notes 2022 2021 Cash flows from operating activities: Profit/loss before tax –30.3 19.0 Adjustments for: Depreciation and impairment of property, plant, and equipment 12 12.2 9.2 Amortization and impairment of intangible assets 13 5.8 3.8 Loss/(gain) on disposal of property, plant, and equipment 0.2 0.2 Share–based payment expenses/(income) 19 –0.6 5.6 Fair value (gain)/loss on financial liabilities – 0.1 Finance income 10 –0.0 –0.1 Finance costs 10 2.0 1.5 Changes in other assets* 3.3 –1.5 Changes in other liabilities* 3.7 3.3 Changes in provisions 21 –0.8 –3.3 Operating cash flows before changes in working capital * –4.5 37.8 Adjustments for changes in working capital: Changes in trade receivables and other financial assets* 14 –0.8 5.9 Changes in inventories* 15 18.2 –28.9 Changes in trade and other payables* –23.0 14.4 Cash flows from operating activities* –10.2 29.2 Tax received/(paid) 2.7 –11.1 Net cash flows from operating activities* –7.5 18.1 Investing activities: Proceeds from sale of property, plant, and equipment 0.0 0.0 Purchase of property, plant, and equipment 12 –3.7 –6.3 Purchase of and investments in intangible assets 13 –10.2 –8.6 Lease deposits 2.5 –1.1 Net cash flows from investing activities –11.4 –16.0 Financing activities: Proceeds from capital increase/sale of equity instruments – 0.4 Interest and other finance charges paid –2.0 –1.6 Supplier finance arrangements 7.8 – Payments of lease liabilities –9.5 –6.4 Purchase of treasury shares 18 –0.5 – Purchase of own equity instruments – –2.1 Contribution of right–of–use assets 1.5 – Net cash flows from financing activities –2.7 –9.7 Net change in cash and cash equivalents –21.5 –7.6 Effect of exchange rate fluctuations on cash held* 0.1 0.1 Cash and cash equivalents as of January 1 17 97.4 104.9 Cash and cash equivalents as of December 31 76.0 97.4 * Prior-year figures adjusted. To add clarity to the development of net working capital, we have shown the changes in other liabilities and other assets separately. 106 WESTWING GROUP SE",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC056,Westwing,2021,120,"The excess amount of EUR 0.8m was recognized in capital reserves. Two capital increases were made in 2020; these related to the exercise of the GGC and 2017 Kreos warrants in October 2020. The exercise of the 2017 Kreos warrant resulted in 9,792 new shares and that of the GGC warrant in 93,750 new shares.",False,False,No Tier 1 or Tier 2 keyword match, No,,
REC057,Westwing,2023,132,"GENERAL AND ADMINISTRATIVE EXPENSES EURm 2023 2022 Personnel expenses – 53.9 – 57.6 Depreciation and amortisation – 10.7 – 10.1 Other expenses – 20.6 – 25.1 Total – 85.2 – 92.9 Other expenses primarily consist of legal, consulting, maintenance, IT and travel expenses. The following expenses were included in general and administrative expenses: EURm 2023 2022 Auditor’s remuneration Audit costs in accordance with section 314(1) no. 9a of the HGB – 0.4 – 0.4 Of which relating to previous periods: EUR 5k (2022: EUR 0k) – 0.0 – Other assurance services in accordance with section 314(1) no.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC058,Zalando,2024,141,"The member of the audit committee Matti Ahtiainen has the requisite expertise in the area of accounting. He started his professional career as an accountant after graduating from the Helsinki School of Economics. In recent years, Matti Ahtiainen has held positions of responsibility in the finance department at various companies, where he has gained specialist knowledge and experience in the application of accounting principles and in internal controlling and risk management systems.",False,False,No Tier 1 or Tier 2 keyword match,No,,
REC059,Zalando,2025,144,"By engaging with a relevant sample of diverse stakeholder groups to refine and assess the IROs, we obtained comprehensive insights into their key concerns. The interviews provided a comprehensive understanding of stakeholder perspectives, which are crucial for informing our sustainability strategy and decision-making processes. The table below summarises how we engaged with the different stakeholder groups and the main outcomes of our engagements on the DMA.",False,False,No Tier 1 or Tier 2 keyword match,No,,
